name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,gw,player_id,first_name,last_name
Erik Lamela,MID,Spurs,2.6,0,0,0,0,0,387,4,0,0,0,0,2020-09-13T15:30:00Z,0,7,0,0,0,0,1,0,10931,1,0,0,0,0,0,0,60,TRUE,0,1,387,Erik,Lamela
Ethan Ampadu,DEF,Sheffield Utd,1.6,0,0,0,0,0,509,8,0,0,0,0,2020-09-14T17:00:00Z,0,20,0,0,0,0,1,0,51564,2,0,0,0,0,0,0,45,TRUE,0,1,509,Ethan,Ampadu
Ezgjan Alioski,DEF,Leeds,0.1,0,0,0,0,0,201,3,0,0,0,0,2020-09-12T16:30:00Z,0,11,0,0,0,0,1,0,44238,3,4,0,0,0,0,0,45,FALSE,0,1,201,Ezgjan,Alioski
Fabian Delph,MID,Everton,0.4,0,0,0,0,0,149,4,0,0,0,0,2020-09-13T15:30:00Z,0,17,0,0,0,0,1,0,3638,1,0,0,0,0,0,0,50,FALSE,0,1,149,Fabian,Delph
Fabian Schär,DEF,Newcastle,0,0,0,0,0,0,334,6,0,0,0,0,2020-09-12T19:00:00Z,0,19,0,0,0,0,1,0,1810,2,0,0,0,0,0,0,50,FALSE,0,1,334,Fabian,Schär
Fabio Henrique Tavares,MID,Liverpool,3.3,1,0,13,0,1,253,3,1,0,0.7,4.2,2020-09-12T16:30:00Z,32,10,0,0,0,0,1,0,76886,3,4,2,4,0,0,0,55,TRUE,0,1,253,Fabio Henrique,Tavares
Fabio Silva,FWD,Wolves,1.5,0,0,0,0,0,504,8,0,0,0,0,2020-09-14T17:00:00Z,0,15,0,0,0,0,1,0,75604,2,0,0,0,0,0,0,55,FALSE,0,1,504,Fabio,Silva
Fabián Balbuena,DEF,West Ham,1.6,0,0,0,0,0,443,6,0,0,0,0,2020-09-12T19:00:00Z,0,14,0,0,0,0,1,0,11269,2,0,0,0,0,0,0,45,TRUE,0,1,443,Fabián,Balbuena
Fabricio Agosto Ramírez,GK,Fulham,0,0,0,0,0,0,171,2,0,0,0,0,2020-09-12T11:30:00Z,0,1,0,0,0,0,1,0,117641,3,0,0,0,0,0,0,40,TRUE,0,1,171,Fabricio,Agosto Ramírez
Federico Fernández,DEF,Newcastle,2.1,0,0,27,1,0.1,323,6,0,0,2.8,26,2020-09-12T19:00:00Z,90,19,0,0,0,0,1,0,88657,2,0,2,6,0,0,0,50,FALSE,0,1,323,Federico,Fernández
Felipe Anderson Pereira Gomes,MID,West Ham,2.2,0,0,5,0,0.3,440,6,0,0,0.3,2.4,2020-09-12T19:00:00Z,1,14,0,0,0,0,1,0,32372,2,0,0,1,0,0,0,65,TRUE,0,1,440,Felipe Anderson,Pereira Gomes
Fernando Marçal,DEF,Wolves,2.1,0,0,21,1,1.5,505,8,0,0,1.7,15.2,2020-09-14T17:00:00Z,90,15,0,0,0,0,1,0,15739,2,0,0,5,0,0,0,50,FALSE,1,1,505,Fernando,Marçal
Fikayo Tomori,DEF,Chelsea,3.1,0,0,0,0,0,121,7,0,0,0,0,2020-09-14T19:15:00Z,0,3,0,0,0,0,1,0,21251,3,1,0,0,0,0,0,50,FALSE,0,1,121,Fikayo,Tomori
Filip Benkovic,DEF,Leicester,0,0,0,0,0,0,237,5,0,0,0,0,2020-09-13T13:00:00Z,0,18,0,0,0,0,1,0,6080,3,0,0,0,0,0,0,45,FALSE,0,1,237,Filip,Benkovic
Florian Lejeune,DEF,Newcastle,0,0,0,0,0,0,327,6,0,0,0,0,2020-09-12T19:00:00Z,0,19,0,0,0,0,1,0,3104,2,0,0,0,0,0,0,45,FALSE,0,1,327,Florian,Lejeune
Florin Andone,FWD,Brighton,0,0,0,0,0,0,64,7,0,0,0,0,2020-09-14T19:15:00Z,0,5,0,0,0,0,1,0,22063,3,1,0,0,0,0,0,50,TRUE,0,1,64,Florin,Andone
Francisco Casilla Cortés,GK,Leeds,0.3,0,0,0,0,0,194,3,0,0,0,0,2020-09-12T16:30:00Z,0,11,0,0,0,0,1,0,149614,3,4,0,0,0,0,0,45,FALSE,0,1,194,Francisco,Casilla Cortés
Fraser Forster,GK,Southampton,1,0,0,0,0,0,523,1,0,0,0,0,2020-09-12T14:00:00Z,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,40,FALSE,0,1,523,Fraser,Forster
Gabriel Teodoro Martinelli Silva,MID,Arsenal,0,0,0,0,0,0,26,2,0,0,0,0,2020-09-12T11:30:00Z,0,8,0,0,0,0,1,0,2608,3,0,0,0,0,0,0,50,FALSE,0,1,26,Gabriel Teodoro,Martinelli Silva
Gabriel Magalhães,DEF,Arsenal,3.1,0,3,37,1,0.3,494,2,0,1,8.5,51.8,2020-09-12T11:30:00Z,90,8,0,0,0,0,1,0,85593,3,0,33,15,0,0,0,50,FALSE,0,1,494,Gabriel,Magalhães
Gary Cahill,DEF,Crystal Palace,0,0,0,0,0,0,125,1,0,0,0,0,2020-09-12T14:00:00Z,0,16,0,0,0,0,1,0,5946,0,1,0,0,0,0,0,45,TRUE,0,1,125,Gary,Cahill
Gedson Carvalho Fernandes,MID,Spurs,1.9,0,0,0,0,0,401,4,0,0,0,0,2020-09-13T15:30:00Z,0,7,0,0,0,0,1,0,6161,1,0,0,0,0,0,0,50,TRUE,0,1,401,Gedson,Carvalho Fernandes
George Baldock,DEF,Sheffield Utd,2.5,0,0,13,0,15.7,351,8,2,0,4.3,1.6,2020-09-14T17:00:00Z,90,20,0,0,0,0,1,0,304826,2,0,26,1,0,0,0,55,TRUE,0,1,351,George,Baldock
Georginio Wijnaldum,MID,Liverpool,3.3,0,0,9,0,23,243,3,3,0,7.4,15.8,2020-09-12T16:30:00Z,90,10,0,0,0,0,1,0,120632,3,4,35,2,0,0,0,55,TRUE,0,1,243,Georginio,Wijnaldum
Giovani Lo Celso,MID,Spurs,2.2,0,0,0,0,0,403,4,0,0,0,0,2020-09-13T15:30:00Z,0,7,0,0,0,0,1,0,55175,1,0,0,0,0,0,0,70,TRUE,0,1,403,Giovani,Lo Celso
Glenn Murray,FWD,Brighton,0,0,0,0,0,0,53,7,0,0,0,0,2020-09-14T19:15:00Z,0,5,0,0,0,0,1,0,17313,3,1,0,0,0,0,0,50,TRUE,0,1,53,Glenn,Murray
Grady Diangana,MID,West Brom,0.8,0,0,3,0,12.8,446,5,3,0,2.7,4.8,2020-09-13T13:00:00Z,90,9,0,0,0,0,1,0,37744,3,0,9,2,0,0,0,55,TRUE,0,1,446,Grady,Diangana
Granit Xhaka,MID,Arsenal,2.8,0,0,11,1,17.2,9,2,0,0,4.5,6.8,2020-09-12T11:30:00Z,77,8,0,0,0,0,1,0,42909,3,0,21,3,0,0,0,55,FALSE,0,1,9,Granit,Xhaka
Gylfi Sigurdsson,MID,Everton,1.9,0,0,3,0,0.3,150,4,0,0,0.3,2.4,2020-09-13T15:30:00Z,22,17,0,0,0,0,1,0,99837,1,0,0,1,0,0,0,70,FALSE,0,1,150,Gylfi,Sigurdsson
Hakim Ziyech,MID,Chelsea,0,0,0,0,0,0,114,7,0,0,0,0,2020-09-14T19:15:00Z,0,3,0,0,0,0,1,0,139604,3,1,0,0,0,0,0,80,FALSE,0,1,114,Hakim,Ziyech
Hal Robson-Kanu,FWD,West Brom,0.5,0,0,3,0,0.1,408,5,2,0,0.3,2,2020-09-13T13:00:00Z,30,9,0,0,0,0,1,0,24892,3,0,1,1,0,0,0,55,TRUE,0,1,408,Hal,Robson-Kanu
Hamza Choudhury,MID,Leicester,2.4,0,0,0,0,0,234,5,0,0,0,0,2020-09-13T13:00:00Z,0,18,0,0,0,0,1,0,5293,3,0,0,0,0,0,0,50,FALSE,0,1,234,Hamza,Choudhury
Harrison Reed,MID,Fulham,0,0,0,14,0,4.5,373,2,3,0,1.7,12.6,2020-09-12T11:30:00Z,90,1,0,0,0,0,1,0,64140,3,0,0,2,0,0,0,45,TRUE,0,1,373,Harrison,Reed
Harry Kane,FWD,Spurs,4.5,0,0,7,0,22.5,388,4,1,0,5.2,8,2020-09-13T15:30:00Z,90,7,0,0,0,0,1,0,894557,1,0,21,2,0,0,0,105,TRUE,0,1,388,Harry,Kane
Harry Wilson,MID,Liverpool,3.3,0,0,0,0,0,257,3,0,0,0,0,2020-09-12T16:30:00Z,0,10,0,0,0,0,1,0,6549,3,4,0,0,0,0,0,55,TRUE,0,1,257,Harry,Wilson
Harry Winks,MID,Spurs,2.3,0,0,8,0,2.3,397,4,1,0,0.4,2,2020-09-13T15:30:00Z,59,7,0,0,0,0,1,0,10287,1,0,0,1,0,0,0,55,TRUE,0,1,397,Harry,Winks
Harvey Barnes,MID,Leicester,3.4,0,0,8,1,18.3,235,5,0,0,10.2,18,2020-09-13T13:00:00Z,90,18,0,0,0,0,1,0,251556,3,0,66,3,0,0,0,70,FALSE,0,1,235,Harvey,Barnes
Harvey Elliott,MID,Liverpool,2.5,0,0,0,0,0,265,3,0,0,0,0,2020-09-12T16:30:00Z,0,10,0,0,0,0,1,0,10271,3,4,0,0,0,0,0,45,TRUE,0,1,265,Harvey,Elliott
Heung-Min Son,MID,Spurs,3.5,0,0,10,0,46.8,390,4,1,0,9.6,14,2020-09-13T15:30:00Z,90,7,0,0,0,0,1,0,1724987,1,0,35,2,0,0,0,90,TRUE,0,1,390,Heung-Min,Son
Hugo Lloris,GK,Spurs,3.8,0,0,15,0,0,383,4,1,0,2,20,2020-09-13T15:30:00Z,90,7,0,0,0,0,1,3,296409,1,0,0,3,0,0,0,55,TRUE,0,1,383,Hugo,Lloris
Héctor Bellerín,DEF,Arsenal,3.1,0,0,23,1,26.4,11,2,0,0,4,9.8,2020-09-12T11:30:00Z,90,8,0,0,0,0,1,0,240975,3,0,4,5,0,0,0,50,FALSE,1,1,11,Héctor,Bellerín
Hélder Wander Sousa de Azevedo e Costa,MID,Leeds,0.3,1,0,18,0,14.9,205,3,4,0,4.7,25.6,2020-09-12T16:30:00Z,90,11,0,0,0,0,1,0,18135,3,4,6,5,0,0,0,55,FALSE,0,1,205,Hélder Wander,Sousa de Azevedo e Costa
Ian Carlo Poveda-Ocampo,MID,Leeds,-0.5,0,0,0,0,0,209,3,0,0,0,0,2020-09-12T16:30:00Z,0,11,0,0,0,0,1,0,20257,3,4,0,0,0,0,0,45,FALSE,0,1,209,Ian Carlo,Poveda-Ocampo
Illan Meslier,GK,Leeds,0.3,0,0,20,0,0,213,3,4,0,1.8,17.8,2020-09-12T16:30:00Z,90,11,0,0,0,0,1,3,55373,3,4,0,1,0,0,0,45,FALSE,0,1,213,Illan,Meslier
Isaac Hayden,MID,Newcastle,1.4,0,0,12,1,2,336,6,0,0,1.5,12.8,2020-09-12T19:00:00Z,90,19,0,0,0,0,1,0,5941,2,0,0,2,0,0,0,50,FALSE,1,1,336,Isaac,Hayden
Issa Diop,DEF,West Ham,1.6,0,0,15,0,0.9,451,6,2,0,2.6,24.6,2020-09-12T19:00:00Z,90,14,0,0,0,0,1,0,101787,2,0,0,1,0,0,0,45,TRUE,0,1,451,Issa,Diop
Ivan Ricardo Neves Abreu Cavaleiro,MID,Fulham,0.8,0,0,10,0,26.4,187,2,3,0,3.4,7.4,2020-09-12T11:30:00Z,90,1,0,0,0,0,1,0,7285,3,0,0,2,0,0,0,55,TRUE,0,1,187,Ivan Ricardo,Neves Abreu Cavaleiro
Jack Harrison,MID,Leeds,0.3,0,0,23,0,6.5,203,3,4,1,6.9,43.6,2020-09-12T16:30:00Z,90,11,0,0,0,0,1,0,30491,3,4,19,7,0,0,0,55,FALSE,0,1,203,Jack,Harrison
Jack O'Connell,DEF,Sheffield Utd,2.1,0,0,8,0,2.3,354,8,2,0,2.2,19.2,2020-09-14T17:00:00Z,90,20,0,0,0,0,1,0,46550,2,0,0,1,0,0,0,50,TRUE,0,1,354,Jack,O'Connell
Jack Robinson,DEF,Sheffield Utd,1.6,0,0,0,0,0,352,8,0,0,0,0,2020-09-14T17:00:00Z,0,20,0,0,0,0,1,0,11802,2,0,0,0,0,0,0,45,TRUE,0,1,352,Jack,Robinson
Jack Stephens,DEF,Southampton,2.1,0,0,12,0,1.1,367,1,1,0,3.7,18.4,2020-09-12T14:00:00Z,90,6,0,0,0,0,1,0,30741,0,1,17,2,0,0,0,50,FALSE,0,1,367,Jack,Stephens
Jack Wilshere,MID,West Ham,1.4,0,0,0,0,0,434,6,0,0,0,0,2020-09-12T19:00:00Z,0,14,0,0,0,0,1,0,10257,2,0,0,0,0,0,0,50,TRUE,0,1,434,Jack,Wilshere
Jacob Murphy,MID,Newcastle,1.4,0,0,0,0,0,497,6,0,0,0,0,2020-09-12T19:00:00Z,0,19,0,0,0,0,1,0,2064,2,0,0,0,0,0,0,50,FALSE,0,1,497,Jacob,Murphy
Jairo Riedewald,MID,Crystal Palace,1,0,0,0,0,0,144,1,0,0,0,0,2020-09-12T14:00:00Z,0,16,0,0,0,0,1,0,11161,0,1,0,0,0,0,0,45,TRUE,0,1,144,Jairo,Riedewald
Jake Livermore,MID,West Brom,0.4,0,0,11,0,11.3,409,5,3,0,2,8.8,2020-09-13T13:00:00Z,90,9,0,0,0,0,1,0,10809,3,0,0,2,0,0,0,50,TRUE,0,1,409,Jake,Livermore
Jake Vokins,DEF,Southampton,1,0,0,0,0,0,380,1,0,0,0,0,2020-09-12T14:00:00Z,0,6,0,0,0,0,1,0,84869,0,1,0,0,0,0,0,40,FALSE,0,1,380,Jake,Vokins
Jamaal Lascelles,DEF,Newcastle,1.6,0,0,21,1,0.3,328,6,0,0,2.2,21.8,2020-09-12T19:00:00Z,90,19,0,0,0,0,1,0,219489,2,0,0,6,0,0,0,45,FALSE,0,1,328,Jamaal,Lascelles
Jamal Lewis,DEF,Newcastle,1.6,0,1,31,1,39.8,513,6,0,0,5.9,19.4,2020-09-12T19:00:00Z,90,19,0,0,0,0,1,0,76806,2,0,0,7,0,0,0,45,FALSE,0,1,513,Jamal,Lewis
James Justin,DEF,Leicester,2.6,1,1,32,1,13,239,5,0,0,3.5,20,2020-09-13T13:00:00Z,90,18,0,0,0,0,1,0,681843,3,0,2,9,0,0,0,45,FALSE,1,1,239,James,Justin
James Maddison,MID,Leicester,1.7,0,0,4,0,12.3,231,5,0,0,1.5,2.8,2020-09-13T13:00:00Z,15,18,0,0,0,0,1,0,81625,3,0,0,1,0,0,0,70,FALSE,0,1,231,James,Maddison
James McArthur,MID,Crystal Palace,1.8,0,0,14,1,10.4,130,1,0,0,2.8,11.2,2020-09-12T14:00:00Z,90,16,0,0,0,0,1,0,12911,0,1,6,3,0,0,0,55,TRUE,0,1,130,James,McArthur
James McCarthy,MID,Crystal Palace,1,0,0,5,1,8.8,131,1,0,0,0.9,0,2020-09-12T14:00:00Z,73,16,0,0,0,0,1,0,144113,0,1,0,2,0,0,0,45,TRUE,1,1,131,James,McCarthy
James Milner,MID,Liverpool,3.3,0,0,0,0,0,241,3,0,0,0,0,2020-09-12T16:30:00Z,0,10,0,0,0,0,1,0,12449,3,4,0,0,0,0,0,55,TRUE,0,1,241,James,Milner
James Rodríguez,MID,Everton,2.1,0,0,16,1,58.6,508,4,0,0,9.9,17,2020-09-13T15:30:00Z,90,17,0,0,0,0,1,0,471986,1,0,23,3,0,0,0,75,FALSE,0,1,508,James,Rodríguez
James Tomkins,DEF,Crystal Palace,0,0,0,0,0,0,129,1,0,0,0,0,2020-09-12T14:00:00Z,0,16,0,0,0,0,1,0,538,0,1,0,0,0,0,0,45,TRUE,0,1,129,James,Tomkins
James Ward-Prowse,MID,Southampton,2.1,0,0,15,0,17.4,370,1,1,0,2.8,6.6,2020-09-12T14:00:00Z,90,6,0,0,0,0,1,0,280881,0,1,4,2,0,0,0,60,FALSE,0,1,370,James,Ward-Prowse
Jamie Shackleton,MID,Leeds,-0.1,0,0,6,0,0.4,210,3,1,0,0.3,3,2020-09-12T16:30:00Z,9,11,0,0,0,0,1,0,3045,3,4,0,1,0,0,0,50,FALSE,0,1,210,Jamie,Shackleton
Jamie Vardy,FWD,Leicester,4.8,0,3,52,1,10.3,224,5,0,2,11.8,71.2,2020-09-13T13:00:00Z,90,18,0,0,0,0,1,0,1036141,3,0,36,13,0,0,0,100,FALSE,0,1,224,Jamie,Vardy
Jannik Vestergaard,DEF,Southampton,1.6,0,0,19,0,10.4,369,1,0,0,3.2,17.6,2020-09-12T14:00:00Z,45,6,0,0,0,0,1,0,36388,0,1,4,1,0,0,0,45,FALSE,0,1,369,Jannik,Vestergaard
Jan Bednarek,DEF,Southampton,1.6,0,0,11,0,1.3,376,1,1,0,1,8.8,2020-09-12T14:00:00Z,45,6,0,0,0,0,1,0,196908,0,1,0,1,0,0,0,45,FALSE,0,1,376,Jan,Bednarek
Japhet Tanganga,DEF,Spurs,0,0,0,0,0,0,402,4,0,0,0,0,2020-09-13T15:30:00Z,0,7,0,0,0,0,1,0,8128,1,0,0,0,0,0,0,50,TRUE,0,1,402,Japhet,Tanganga
Jarrad Branthwaite,DEF,Everton,0.5,0,0,0,0,0,170,4,0,0,0,0,2020-09-13T15:30:00Z,0,17,0,0,0,0,1,0,252603,1,0,0,0,0,0,0,40,FALSE,0,1,170,Jarrad,Branthwaite
Jarrod Bowen,MID,West Ham,2.2,0,0,5,0,2.6,445,6,2,0,1.6,1.8,2020-09-12T19:00:00Z,88,14,0,0,0,0,1,0,94805,2,0,12,2,0,0,0,65,TRUE,0,1,445,Jarrod,Bowen
Jason Steele,GK,Brighton,0,0,0,0,0,0,528,7,0,0,0,0,2020-09-14T19:15:00Z,0,5,0,0,0,0,1,0,0,3,1,0,0,0,0,0,40,TRUE,0,1,528,Jason,Steele
Javier Manquillo,DEF,Newcastle,1.6,0,0,27,1,19.7,332,6,0,0,4.4,22.4,2020-09-12T19:00:00Z,90,19,0,0,0,0,1,0,21964,2,0,2,5,0,0,0,45,FALSE,1,1,332,Javier,Manquillo
Jay-Roy Grot,MID,Leeds,-0.1,0,0,0,0,0,207,3,0,0,0,0,2020-09-12T16:30:00Z,0,11,0,0,0,0,1,0,2425,3,4,0,0,0,0,0,50,FALSE,0,1,207,Jay-Roy,Grot
Jayden Bogle,DEF,Sheffield Utd,1.6,0,0,0,0,0,510,8,0,0,0,0,2020-09-14T17:00:00Z,0,20,0,0,0,0,1,0,7325,2,0,0,0,0,0,0,45,TRUE,0,1,510,Jayden,Bogle
Jean Michaël Seri,MID,Fulham,0.4,0,0,0,0,0,189,2,0,0,0,0,2020-09-12T11:30:00Z,0,1,0,0,0,0,1,0,8146,3,0,0,0,0,0,0,50,TRUE,0,1,189,Jean Michaël,Seri
Jean-Philippe Gbamin,MID,Everton,0,0,0,0,0,0,161,4,0,0,0,0,2020-09-13T15:30:00Z,0,17,0,0,0,0,1,0,109,1,0,0,0,0,0,0,50,FALSE,0,1,161,Jean-Philippe,Gbamin
Jeffrey Schlupp,MID,Crystal Palace,1.8,0,0,3,1,0.1,142,1,0,0,0.1,1.2,2020-09-12T14:00:00Z,80,16,0,0,0,0,1,0,5393,0,1,0,2,0,0,0,55,TRUE,1,1,142,Jeffrey,Schlupp
Jeff Hendrick,MID,Newcastle,1.4,1,3,41,1,13.4,485,6,0,1,10.3,67,2020-09-12T19:00:00Z,90,19,0,0,0,0,1,0,6679,2,0,23,14,0,0,0,50,FALSE,0,1,485,Jeff,Hendrick
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,1.8,0,0,4,0,11.2,340,6,0,0,2.6,7.2,2020-09-12T19:00:00Z,15,19,0,0,0,0,1,0,26389,2,0,8,1,0,0,0,60,FALSE,0,1,340,Joelinton Cássio,Apolinário de Lira
Joel Matip,DEF,Liverpool,4,0,0,2,0,0,246,3,0,0,0,0,2020-09-12T16:30:00Z,1,10,0,0,0,0,1,0,30541,3,4,0,1,0,0,0,55,TRUE,0,1,246,Joel,Matip
Joel Ward,DEF,Crystal Palace,1.6,0,0,22,1,0.7,134,1,0,0,1.4,13.2,2020-09-12T14:00:00Z,90,16,0,0,0,0,1,0,105207,0,1,0,6,0,0,0,45,TRUE,0,1,134,Joel,Ward
Joe Bryan,DEF,Fulham,1.1,0,0,12,0,4.3,182,2,3,0,1.5,10.6,2020-09-12T11:30:00Z,90,1,0,0,0,0,1,0,60330,3,0,0,1,0,0,0,50,TRUE,0,1,182,Joe,Bryan
Joe Hart,GK,Spurs,2.3,0,0,0,0,0,482,4,0,0,0,0,2020-09-13T15:30:00Z,0,7,0,0,0,0,1,0,55692,1,0,0,0,0,0,0,45,TRUE,0,1,482,Joe,Hart
John Egan,DEF,Sheffield Utd,2.1,0,0,4,0,0.8,353,8,2,0,1.6,8.8,2020-09-14T17:00:00Z,90,20,0,0,0,0,1,0,1006715,2,0,6,0,0,0,0,50,TRUE,1,1,353,John,Egan
John Fleck,MID,Sheffield Utd,2.1,0,0,10,0,36,346,8,2,0,6,10.2,2020-09-14T17:00:00Z,90,20,0,0,0,0,1,0,33140,2,0,14,2,0,0,0,60,TRUE,0,1,346,John,Fleck
John Lundstram,MID,Sheffield Utd,1.8,0,0,15,0,32.3,355,8,2,0,4.4,10,2020-09-14T17:00:00Z,90,20,0,0,0,0,1,0,781245,2,0,2,2,0,0,0,55,TRUE,0,1,355,John,Lundstram
John Ruddy,GK,Wolves,1.8,0,0,0,0,0,453,8,0,0,0,0,2020-09-14T17:00:00Z,0,15,0,0,0,0,1,0,20303,2,0,0,0,0,0,0,45,FALSE,0,1,453,John,Ruddy
Jonas Lössl,GK,Everton,1.3,0,0,0,0,0,151,4,0,0,0,0,2020-09-13T15:30:00Z,0,17,0,0,0,0,1,0,9107,1,0,0,0,0,0,0,45,FALSE,0,1,151,Jonas,Lössl
Jonathan Castro Otto,DEF,Wolves,0,0,0,0,0,0,462,8,0,0,0,0,2020-09-14T17:00:00Z,0,15,0,0,0,0,1,0,2930,2,0,0,0,0,0,0,55,FALSE,0,1,462,Jonathan,Castro Otto
Jonathan Leko,MID,West Brom,0,0,0,0,0,0,420,5,0,0,0,0,2020-09-13T13:00:00Z,0,9,0,0,0,0,1,0,3893,3,0,0,0,0,0,0,45,TRUE,0,1,420,Jonathan,Leko
Jonjoe Kenny,DEF,Everton,1.1,0,0,0,0,0,160,4,0,0,0,0,2020-09-13T15:30:00Z,0,17,0,0,0,0,1,0,12770,1,0,0,0,0,0,0,45,FALSE,0,1,160,Jonjoe,Kenny
Jonjo Shelvey,MID,Newcastle,1.4,0,0,12,1,44.6,321,6,0,0,8.1,14.4,2020-09-12T19:00:00Z,90,19,0,0,0,0,1,0,20721,2,0,22,3,0,0,0,55,FALSE,0,1,321,Jonjo,Shelvey
Jonny Evans,DEF,Leicester,0,0,0,0,0,0,219,5,0,0,0,0,2020-09-13T13:00:00Z,0,18,0,0,0,0,1,0,7125,3,0,0,0,0,0,0,55,FALSE,0,1,219,Jonny,Evans
Jordan Ayew,FWD,Crystal Palace,1.8,0,0,-7,1,0.8,140,1,0,0,2.9,9.2,2020-09-12T14:00:00Z,90,16,0,0,0,0,1,0,403544,0,1,19,2,0,0,0,60,TRUE,0,1,140,Jordan,Ayew
Jordan Henderson,MID,Liverpool,2.5,0,0,19,0,2,244,3,2,0,2.3,14,2020-09-12T16:30:00Z,65,10,0,0,0,0,1,0,180668,3,4,7,2,0,0,0,55,TRUE,0,1,244,Jordan,Henderson
Jordan Hugill,FWD,West Ham,0,0,0,0,0,0,444,6,0,0,0,0,2020-09-12T19:00:00Z,0,14,0,0,0,0,1,0,544,2,0,0,0,0,0,0,55,TRUE,0,1,444,Jordan,Hugill
Jordan Pickford,GK,Everton,2,0,1,32,1,0,157,4,0,0,3.9,38.6,2020-09-13T15:30:00Z,90,17,0,0,0,0,1,5,270083,1,0,0,8,0,0,0,50,FALSE,0,1,157,Jordan,Pickford
Jordan Stevens,MID,Leeds,-0.5,0,0,0,0,0,212,3,0,0,0,0,2020-09-12T16:30:00Z,0,11,0,0,0,0,1,0,91194,3,4,0,0,0,0,0,45,FALSE,0,1,212,Jordan,Stevens
Jorge Luiz Frello Filho,MID,Chelsea,2.4,1,2,43,0,23.2,105,7,1,1,10.1,60.8,2020-09-14T19:15:00Z,84,3,0,0,0,0,1,0,104796,3,1,17,12,0,0,0,50,FALSE,0,1,105,Jorge Luiz,Frello Filho
Joseph Gomez,DEF,Liverpool,4,0,0,13,0,1,260,3,3,0,2,19.2,2020-09-12T16:30:00Z,90,10,0,0,0,0,1,0,292725,3,4,0,1,0,0,0,55,TRUE,0,1,260,Joseph,Gomez
Joseph Willock,MID,Arsenal,2.4,0,0,0,0,0,20,2,0,0,0,0,2020-09-12T11:30:00Z,0,8,0,0,0,0,1,0,7504,3,0,0,0,0,0,0,50,FALSE,0,1,20,Joseph,Willock
Josh Onomah,MID,Fulham,0.4,0,0,3,0,3.1,188,2,3,0,1.1,8.2,2020-09-12T11:30:00Z,74,1,0,0,0,0,1,0,11895,3,0,0,2,0,0,0,50,TRUE,0,1,188,Josh,Onomah
Josh Sims,MID,Southampton,1,0,0,0,0,0,374,1,0,0,0,0,2020-09-12T14:00:00Z,0,6,0,0,0,0,1,0,11700,0,1,0,0,0,0,0,45,FALSE,0,1,374,Josh,Sims
José Izquierdo,MID,Brighton,0,0,0,0,0,0,72,7,0,0,0,0,2020-09-14T19:15:00Z,0,5,0,0,0,0,1,0,133,3,1,0,0,0,0,0,55,TRUE,0,1,72,José,Izquierdo
João Filipe Iria Santos Moutinho,MID,Wolves,1.8,0,0,16,1,49.1,454,8,0,0,6.7,17.4,2020-09-14T17:00:00Z,85,15,0,0,0,0,1,0,202859,2,0,0,3,0,0,0,55,FALSE,0,1,454,João Filipe Iria,Santos Moutinho
João Virgínia,GK,Everton,1.3,0,0,0,0,0,167,4,0,0,0,0,2020-09-13T15:30:00Z,0,17,0,0,0,0,1,0,5051,1,0,0,0,0,0,0,45,FALSE,0,1,167,João,Virgínia
Joël Veltman,DEF,Brighton,0.6,0,0,0,0,0,67,7,0,0,0,0,2020-09-14T19:15:00Z,0,5,0,0,0,0,1,0,22681,3,1,0,0,0,0,0,45,TRUE,0,1,67,Joël,Veltman
Juan Foyth,DEF,Spurs,2.1,0,0,0,0,0,406,4,0,0,0,0,2020-09-13T15:30:00Z,0,7,0,0,0,0,1,0,9137,1,0,0,0,0,0,0,45,TRUE,0,1,406,Juan,Foyth
Kai Havertz,MID,Chelsea,3.9,0,0,8,0,14.8,500,7,1,0,2.3,8.4,2020-09-14T19:15:00Z,79,3,0,0,0,0,1,0,755977,3,1,0,2,0,0,0,85,FALSE,0,1,500,Kai,Havertz
Kalvin Phillips,MID,Leeds,-0.1,1,0,24,0,24.6,204,3,4,0,6.2,36.4,2020-09-12T16:30:00Z,90,11,0,0,0,0,1,0,138291,3,4,1,5,0,0,0,50,FALSE,0,1,204,Kalvin,Phillips
Kamil Grosicki,MID,West Brom,0.8,0,0,0,0,0,410,5,0,0,0,0,2020-09-13T13:00:00Z,0,9,0,0,0,0,1,0,7531,3,0,0,0,0,0,0,55,TRUE,0,1,410,Kamil,Grosicki
Kamil Miazek,GK,Leeds,-0.5,0,0,0,0,0,208,3,0,0,0,0,2020-09-12T16:30:00Z,0,11,0,0,0,0,1,0,137480,3,4,0,0,0,0,0,40,FALSE,0,1,208,Kamil,Miazek
Karl Darlow,GK,Newcastle,2.5,0,0,26,1,0,325,6,0,0,2.7,27,2020-09-12T19:00:00Z,90,19,0,0,0,0,1,3,13715,2,0,0,7,0,0,0,50,FALSE,0,1,325,Karl,Darlow
